SKU,Inventory Quantity (Northwood),Inventory Quantity (Eastgate Mall),Inventory Quantity (Manukau),Inventory Quantity (Porirua),Inventory Quantity (Manners Street),Inventory Quantity (George Street),Inventory Quantity (Papanui),Inventory Quantity (Shirley),Inventory Quantity (Tower Junction),Inventory Quantity (Hornby),Inventory Quantity (Pakuranga),Inventory Quantity (New Plymouth Central),Inventory Quantity (Upper Hutt Central),Inventory Quantity (Whangaparaoa),Inventory Quantity (Westgate),Inventory Quantity (Pukekohe),Inventory Quantity (Te Awamutu),Inventory Quantity (Pine Hill),Inventory Quantity (Rolleston),Inventory Quantity (Rangiora),Inventory Quantity (Mount Roskill),Inventory Quantity (Whanganui),Inventory Quantity (Mt Wellington),Inventory Quantity (South Dunedin),Inventory Quantity (Lyall Bay),Inventory Quantity (South Island Dark Store),Inventory Quantity (Petone),Inventory Quantity (West City)
"=""2608049""",6,4,6,11,10,3,3,2,7,2,11,2,5,6,3,5,3,2,4,4,3,2,4,3,2,9,2,1
"=""62846""",5,5,2,9,8,9,2,7,3,4,4,6,3,6,3,25,5,1,18,6,2,6,3,3,3,0,0,0
"=""2584565""",5,10,2,2,3,4,3,1,2,4,4,4,3,3,3,3,2,0,0,4,3,3,3,0,5,6,2,1
"=""42958""",3,5,6,4,6,3,1,3,2,4,5,3,5,4,4,4,3,3,6,6,2,1,6,2,2,0,0,0
"=""38375""",5,6,4,0,3,0,0,0,0,0,3,0,0,12,1,0,0,1,0,0,0,0,4,0,0,0,0,2
"=""25542""",0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2
"=""62507""",4,3,1,7,2,2,2,0,7,3,3,5,6,4,3,4,2,6,4,3,3,2,3,1,3,0,0,0
"=""62615""",0,0,0,8,6,0,0,3,0,2,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"=""2364476""",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6
"=""2609800""",8,4,6,1,4,4,0,2,6,9,1,5,3,3,0,2,2,3,2,4,4,5,2,2,2,0,2,6
"=""9002260""",1,6,1,0,2,2,3,12,1,1,0,4,1,0,0,3,0,3,3,2,5,0,3,7,2,3,4,1
"=""2628090""",0,17,0,8,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,0,0,1,0,0,4,0,0,0
"=""2614626""",4,0,1,1,2,1,2,3,4,3,2,0,0,4,1,2,0,1,2,2,2,2,3,4,1,4,2,2
"=""2340445""",7,0,9,7,4,2,1,0,11,5,9,1,3,8,2,5,6,9,2,10,5,2,6,9,5,0,2,5
"=""9003835""",0,0,1,3,1,0,0,0,1,6,1,7,0,0,2,0,0,1,0,0,5,3,4,4,3,0,1,3
"=""2601133""",3,5,2,5,1,2,1,4,2,5,5,3,3,4,5,1,3,2,8,2,3,4,4,1,3,0,2,1
"=""39709""",17,2,3,2,3,8,0,3,3,4,2,2,1,2,7,2,0,1,0,3,3,2,2,0,5,8,2,4
"=""2603578""",2,2,4,2,5,0,3,2,2,0,1,9,3,3,2,3,0,1,3,1,2,2,0,0,0,0,4,4
"=""9004170""",2,1,2,0,1,2,2,8,0,0,2,2,1,1,1,4,1,1,5,5,1,3,3,2,2,0,0,2
"=""9003300""",0,3,0,0,0,1,2,1,0,3,0,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,2
"=""2527936""",1,1,3,2,2,1,5,11,3,1,2,1,3,3,1,2,2,2,5,2,1,3,3,3,1,-1,9,4
"=""9003241""",3,5,2,14,2,4,2,6,5,9,10,5,6,13,6,4,4,2,9,2,6,3,3,0,3,0,0,0
"=""30335""",0,0,1,0,0,0,0,1,0,0,3,1,0,1,1,1,0,0,0,0,0,3,0,1,0,0,6,0
"=""2527952""",4,5,2,3,2,0,2,2,5,5,4,2,1,0,1,3,2,3,3,4,4,1,2,0,3,0,2,0
"=""18322""",1,2,4,3,0,3,3,6,3,5,4,2,2,1,0,2,3,6,7,0,3,2,3,1,2,1,0,5
"=""10848""",2,2,3,2,1,2,3,3,3,4,3,2,2,3,4,1,3,1,4,2,8,4,6,4,3,0,3,2
"=""2234076""",3,3,1,1,0,1,3,3,0,2,1,4,1,0,4,6,3,3,0,1,3,6,3,2,0,4,2,0
"=""62435""",3,3,2,0,3,5,1,4,1,2,2,2,1,9,6,2,1,2,2,6,2,3,0,1,1,0,0,0
"=""2565986""",0,2,2,3,7,2,3,2,2,1,1,3,6,2,0,0,4,0,2,1,2,0,5,9,3,-1,7,0
"=""9033793""",3,11,2,3,5,2,0,5,1,2,3,3,1,2,5,2,3,2,7,9,1,4,3,8,2,0,4,2
"=""9003790""",6,2,5,0,6,6,0,3,0,2,3,2,1,1,5,1,0,0,8,0,0,1,3,0,4,0,1,1
"=""28200""",1,6,3,1,1,1,5,18,3,4,3,3,4,2,1,1,4,3,3,6,2,7,4,4,4,0,3,3
"=""2597144""",10,9,6,3,9,9,24,3,5,3,4,6,8,2,3,2,1,2,7,4,3,1,4,3,4,7,4,4
"=""37203""",2,2,2,3,5,3,2,3,2,2,5,3,6,0,4,2,2,6,2,4,6,3,3,2,2,0,4,5
"=""2608065""",0,4,2,1,11,0,2,1,4,0,13,4,3,2,5,2,1,0,3,2,3,5,1,0,4,10,3,3
"=""9004496""",3,1,3,2,3,1,1,2,1,2,4,2,1,2,1,3,0,1,2,2,0,2,2,1,3,0,1,3
"=""39711""",3,3,6,1,4,7,1,1,3,3,2,2,0,1,6,0,1,3,0,4,5,4,2,0,5,10,3,1
"=""2289571""",0,4,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,2,0,0,3,0,4,1,6,0,0
"=""62707""",0,1,0,1,4,0,0,0,0,1,0,0,0,2,6,2,0,2,0,0,0,0,0,0,0,0,0,0
"=""2610892""",8,6,5,8,4,8,1,7,13,8,5,9,6,1,5,2,0,3,6,3,4,0,2,8,6,0,3,6
"=""2610833""",29,6,6,10,5,7,10,21,28,14,5,54,5,8,7,9,15,3,5,12,7,7,35,4,8,10,13,10
"=""72405""",4,3,3,3,4,1,1,4,3,7,2,1,5,2,2,3,2,2,2,1,1,4,4,1,4,0,0,2
"=""2578182""",8,2,6,7,8,3,11,6,3,10,6,10,4,10,9,5,14,7,7,15,5,17,3,8,7,6,18,6
"=""9003917""",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,115,0,0,0,0,198,1,6,0,0,0,5,2
"=""785997""",5,1,2,0,3,1,2,0,3,4,2,7,8,0,4,5,6,2,10,1,7,1,4,2,0,7,0,5
"=""2451999""",9,5,11,5,4,9,7,2,5,5,6,2,6,6,9,6,8,4,7,3,3,2,7,7,1,0,1,4
"=""13162""",3,5,3,4,1,2,4,6,3,6,5,4,3,4,3,3,4,4,4,3,1,9,4,7,2,0,3,3
"=""2366975""",8,8,2,1,7,1,7,6,4,6,2,13,3,11,5,5,5,3,10,7,5,4,4,2,9,12,11,1
"=""97184""",1,2,1,1,2,1,0,3,3,2,2,2,1,0,2,1,1,2,0,1,0,3,3,4,1,-1,6,1
"=""2629771""",3,7,3,1,1,6,3,1,5,4,3,3,2,2,3,2,4,8,4,2,2,4,9,0,2,0,2,5
"=""2264285""",29,14,1,15,20,17,33,17,9,16,1,19,30,21,17,10,13,6,6,25,8,6,6,5,7,10,11,8
"=""10951""",3,0,3,2,1,0,6,3,3,3,3,3,2,5,2,3,2,3,2,3,2,5,1,2,2,4,5,3
"=""57774""",4,6,3,1,1,6,11,6,2,2,4,2,7,1,2,3,2,2,8,7,3,6,5,10,1,0,1,2
"=""11107""",0,3,0,0,1,0,1,0,0,0,1,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"=""71548""",18,0,0,18,4,5,0,4,10,9,0,13,1,4,10,8,5,0,15,-2,1,18,5,9,11,9,9,12
"=""10015""",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
"=""9002382""",0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""2636115""",5,6,9,0,2,0,0,2,0,0,3,0,3,0,5,0,0,0,1,3,3,0,0,4,3,0,2,1
"=""2546914""",16,9,15,1,16,9,40,9,12,5,15,12,5,20,2,11,5,17,14,0,10,18,1,19,26,13,13,14
"=""72411""",5,1,1,5,4,8,2,3,2,5,4,1,8,3,5,3,2,5,3,2,6,2,3,2,3,3,1,6
"=""54347""",6,2,4,2,2,2,1,4,2,2,2,3,3,3,3,7,4,2,2,2,5,5,3,2,0,0,5,5
"=""54223""",14,7,9,6,13,33,12,7,12,10,2,4,15,5,6,1,8,2,9,10,7,26,1,21,8,10,11,4
"=""2123762""",7,1,0,3,3,1,2,4,1,2,2,4,1,4,2,2,0,1,2,5,2,4,2,10,2,8,2,3
"=""62295""",7,5,6,8,3,4,2,3,4,4,0,3,8,10,12,5,3,2,4,3,3,3,3,0,3,1,0,0
"=""72375""",7,4,4,2,3,2,1,5,5,2,7,2,6,2,1,3,3,3,5,3,3,0,4,2,6,0,8,5
"=""9003996""",7,4,7,6,3,2,5,2,1,4,5,10,2,2,4,4,2,7,6,2,7,3,4,4,5,0,3,0
"=""9004098""",0,0,1,6,0,0,1,-1,0,1,3,4,-1,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0
"=""17183""",1,2,1,2,4,4,4,0,6,3,3,2,2,2,4,2,0,3,3,2,9,3,3,3,2,3,2,2
"=""253324""",6,9,2,5,12,2,3,3,3,1,3,3,10,5,4,2,2,2,2,2,3,3,4,2,1,0,10,1
"=""9002781""",2,7,10,6,12,8,8,6,5,31,6,12,8,20,2,7,6,20,12,9,6,7,7,36,16,2,12,7
"=""39717""",1,1,4,1,2,0,2,7,3,4,1,4,3,4,2,2,2,1,1,3,1,6,8,11,2,0,1,3
"=""9003831""",3,2,0,2,2,0,3,4,3,1,3,1,2,4,8,2,0,4,2,4,7,1,3,2,2,0,3,3
"=""9003039""",98,79,4,54,27,45,123,176,89,63,57,120,36,56,66,73,53,36,103,24,70,47,74,30,22,59,35,51
"=""10028""",3,1,2,1,7,1,1,4,3,3,2,4,0,1,1,2,4,1,2,3,3,2,5,7,3,12,1,4
"=""9003508""",7,18,3,5,7,9,7,7,5,5,1,3,2,2,4,3,11,4,3,6,1,5,3,6,4,0,2,4
"=""9003818""",0,0,1,3,-1,0,0,7,0,0,0,0,3,0,0,1,0,4,0,0,0,0,3,0,1,0,3,2
"=""97188""",0,1,0,3,0,1,0,1,0,3,1,2,2,0,1,2,1,0,0,1,2,0,1,7,1,0,3,1
"=""2279908""",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,2,2,0,0,0,0,0
"=""65965""",5,5,2,4,2,11,3,10,2,1,3,3,9,2,8,1,1,2,3,5,4,0,3,6,7,0,0,0
"=""2619822""",0,1,8,2,4,0,3,8,2,2,5,6,1,2,1,1,5,2,1,3,2,3,5,10,4,3,1,2
"=""2256509""",1,5,3,2,2,4,1,3,6,1,4,41,0,9,1,2,3,5,3,2,4,2,3,1,1,-5,2,2
"=""67743""",2,2,4,3,7,2,2,2,1,5,1,3,2,2,3,1,4,4,4,3,10,3,0,2,5,7,2,3
"=""62611""",2,3,2,1,3,2,2,6,3,5,2,3,4,4,2,4,2,3,3,1,2,4,3,2,2,0,0,0
"=""2634538""",24,6,-1,1,8,0,3,2,5,12,3,5,3,4,3,0,5,2,1,14,5,2,2,8,5,7,8,0
"=""42666""",14,2,4,9,12,4,7,10,8,5,3,11,5,5,5,6,4,2,8,2,3,1,5,4,3,0,0,0
"=""9003784""",0,5,3,1,3,2,3,1,0,4,2,8,2,0,2,2,0,1,3,4,1,2,5,2,4,0,0,3
"=""2531216""",1,3,3,0,2,2,2,3,1,2,6,1,2,3,1,4,3,0,6,3,2,2,4,0,3,1,1,3
"=""2494604""",2,15,2,4,3,6,6,6,8,7,12,9,8,5,6,6,2,5,10,0,8,13,11,11,11,2,4,12
"=""10042""",2,1,1,3,3,1,2,0,1,2,3,5,3,3,1,0,2,3,2,2,2,2,4,2,3,1,2,1
"=""34163""",9,10,3,9,4,5,6,1,5,4,5,3,6,5,3,3,6,1,3,8,0,6,0,3,6,0,3,0
"=""2279711""",1,0,0,3,4,3,0,0,1,0,0,0,-2,2,0,0,0,1,0,0,0,1,3,0,0,0,2,0
"=""72404""",0,0,4,6,3,0,1,4,0,5,4,4,0,0,0,0,1,3,0,0,6,4,3,4,3,2,2,4
"=""24097""",5,5,2,0,3,6,0,12,1,6,3,2,1,1,6,0,0,2,1,3,5,1,3,0,2,0,0,4
"=""9003786""",5,4,2,1,3,4,0,3,2,4,1,2,0,3,2,1,7,2,5,0,1,4,2,1,1,4,1,3
"=""9002493""",0,8,2,0,11,7,10,5,2,1,4,7,4,0,0,10,3,6,9,3,11,4,5,10,10,0,13,13
"=""9003263""",0,2,1,5,4,0,0,0,0,2,4,5,4,4,5,1,0,0,1,0,3,2,2,0,3,0,3,0
"=""65990""",0,5,1,4,1,0,0,1,0,4,0,3,2,2,4,4,5,0,1,0,0,0,0,0,0,0,4,0
"=""68967""",0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""9002502""",6,5,5,4,7,8,6,6,9,4,1,10,7,4,4,2,4,3,8,7,5,3,2,2,7,2,3,1
"=""20992""",1,3,0,1,5,4,0,2,0,1,1,2,0,2,0,4,1,3,1,1,2,0,5,0,0,0,1,5
"=""68297""",0,0,2,2,3,1,1,1,3,0,4,0,1,3,2,0,2,0,0,0,4,2,0,0,0,0,0,0
"=""9001567""",0,0,5,3,3,1,0,29,3,0,2,0,3,7,1,3,4,5,4,4,1,2,3,5,3,0,3,0
"=""2528002""",1,3,4,1,6,0,4,5,4,6,3,1,0,2,4,2,5,3,2,0,3,0,5,0,3,-1,3,5
"=""17131""",3,2,4,3,2,4,1,2,2,2,1,5,2,2,2,0,0,0,3,2,8,2,3,8,1,3,0,1
"=""40779""",0,2,1,2,10,3,6,5,3,4,1,2,3,0,2,2,1,3,3,5,2,2,5,7,3,0,0,2
"=""9003230""",6,2,2,10,5,3,5,6,2,4,3,2,3,4,3,3,3,1,5,1,2,2,4,0,3,0,0,0
"=""2183544""",8,7,2,2,2,4,6,2,2,3,4,2,3,2,4,1,1,2,4,2,1,2,2,3,1,2,9,1
"=""9001184""",1,2,7,3,0,3,1,2,5,0,6,3,4,5,2,4,3,4,7,3,4,1,5,3,1,0,1,2
"=""97195""",1,1,0,3,2,0,0,3,2,0,1,0,2,0,0,3,0,3,0,2,1,0,2,0,0,0,6,0
"=""2613514""",0,0,9,0,4,0,0,0,0,1,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0
"=""23613""",10,0,2,5,2,2,2,2,2,2,6,15,2,4,2,5,9,4,4,4,1,4,6,2,3,-3,0,0
"=""16273""",2,6,6,5,4,2,2,3,5,5,1,4,7,10,3,2,2,6,4,2,1,5,5,3,2,0,0,0
"=""2614642""",1,3,0,2,2,1,6,3,3,2,2,2,3,3,4,4,3,1,2,3,3,7,5,0,1,0,6,2
"=""9003832""",5,5,0,2,2,4,2,0,4,2,2,1,4,1,4,4,4,5,5,3,6,1,7,4,2,0,3,3
"=""62059""",6,6,3,3,2,3,5,10,4,1,5,3,5,3,1,2,3,0,4,1,2,0,6,0,1,0,2,4
"=""13164""",0,1,1,0,1,0,0,5,0,2,2,1,0,0,0,0,0,1,3,3,3,9,2,3,2,0,3,3
"=""8008685""",0,2,0,4,0,0,0,1,0,0,5,0,0,13,1,0,4,0,0,0,0,0,0,0,0,0,2,0
"=""36193""",3,0,3,3,7,2,4,0,2,2,3,2,3,3,2,3,2,2,0,1,4,4,6,3,3,0,5,2
"=""2469480""",7,2,2,4,7,4,7,2,6,8,6,4,7,6,5,5,2,5,2,11,2,6,8,6,7,7,1,5
"=""9003193""",0,0,0,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""9003168""",23,10,6,5,10,6,8,12,5,8,4,4,8,4,2,5,10,2,6,6,3,9,4,7,3,10,4,6
"=""2620960""",0,0,1,4,1,1,4,3,3,0,3,4,0,0,4,1,2,1,3,8,2,3,2,5,1,0,2,1
"=""9003866""",0,0,0,0,1,1,0,2,1,2,0,3,3,0,0,0,2,0,0,1,0,4,0,0,0,0,1,0
"=""2634600""",5,1,2,2,2,2,0,3,6,3,3,2,0,2,3,4,1,3,3,1,2,2,3,6,0,4,1,3
"=""2019558""",3,4,3,3,3,3,0,2,1,1,1,3,1,2,2,4,1,2,2,1,0,3,5,6,2,10,2,3
"=""2499266""",1,2,4,3,1,3,4,5,1,1,5,2,10,3,5,1,1,2,0,5,4,2,3,5,3,0,6,0
"=""2519445""",21,8,-1,6,8,6,2,1,0,11,4,5,-1,7,7,3,12,0,0,3,3,6,5,9,4,4,2,6
"=""9004502""",8,4,3,3,3,4,0,5,2,7,4,3,3,1,3,1,1,3,1,4,2,2,4,2,2,6,2,4
"=""9004500""",5,1,2,2,3,3,2,8,3,8,6,1,2,1,2,0,1,2,2,3,3,5,1,2,3,6,2,2
"=""2184419""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0
"=""2633523""",1,0,0,1,0,3,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0
"=""9004448""",10,10,3,0,2,1,8,6,6,11,7,10,3,4,8,13,0,16,10,3,6,5,9,12,7,10,8,17
"=""2634678""",1,3,3,3,8,0,6,3,1,1,3,1,4,5,2,5,7,1,2,11,0,3,4,2,0,9,3,4
"=""2638568""",1,9,13,6,2,5,3,6,10,7,5,4,5,7,5,5,4,6,1,5,6,6,4,6,7,-1,5,5
"=""9003944""",11,8,5,0,2,6,3,7,1,7,7,6,2,2,3,2,0,3,1,6,1,3,5,2,1,2,0,2
"=""2635704""",3,3,3,2,4,0,0,7,2,2,1,4,1,2,4,7,2,1,7,4,3,2,2,2,2,-1,3,7
"=""9003940""",3,1,4,1,0,1,1,3,2,10,3,5,3,2,2,2,1,8,5,2,1,10,4,1,6,5,6,6
"=""9003946""",5,6,3,2,7,5,4,2,2,1,6,6,1,4,13,5,5,2,11,8,4,3,4,4,5,1,8,1
"=""9003939""",14,2,17,1,1,2,8,3,5,3,17,8,4,2,3,2,5,12,6,5,4,15,21,2,2,15,5,6
"=""2615622""",0,3,3,3,0,1,4,1,1,6,2,5,2,3,2,2,2,1,3,2,0,2,4,3,2,1,2,2
"=""2615614""",3,4,0,3,24,1,2,3,1,1,5,4,3,7,3,1,2,3,8,3,3,3,4,3,2,3,0,1
"=""2598140""",3,3,4,3,3,1,2,9,2,1,1,3,1,2,1,2,3,3,2,4,2,1,3,10,2,1,3,2
"=""2598191""",3,5,3,1,3,2,0,4,4,3,3,2,1,1,1,2,1,2,4,5,2,3,1,7,1,7,1,2
"=""2598167""",5,1,2,0,6,6,4,2,1,2,2,2,3,2,1,1,3,1,2,0,2,2,1,7,3,0,1,1
"=""2598175""",0,2,1,2,2,1,7,6,3,2,2,2,3,3,4,2,3,2,4,3,2,4,5,7,2,5,3,1
"=""2598132""",2,1,1,2,0,3,1,2,2,3,2,1,1,2,1,1,3,2,1,2,2,1,3,12,2,0,0,1
"=""2586460""",4,2,2,2,6,3,5,2,3,1,2,3,2,4,8,2,2,0,1,5,1,5,2,4,3,5,3,3
"=""2566729""",7,18,10,10,13,8,5,3,3,4,15,2,6,11,5,14,10,11,8,6,7,20,9,3,3,0,18,4
"=""2566702""",5,14,8,4,7,3,4,8,1,3,10,0,3,0,17,17,6,1,13,9,2,3,9,7,3,-1,4,7
"=""2566737""",6,4,6,-2,4,1,0,0,9,0,11,1,3,9,2,4,1,6,5,5,6,12,8,0,0,0,7,3
"=""2592681""",4,2,12,2,7,6,3,1,1,3,6,5,2,2,8,1,0,1,3,6,0,6,5,4,6,0,7,4
"=""2566710""",3,19,12,4,0,7,16,12,2,2,4,0,5,13,8,3,9,10,5,5,5,5,8,3,6,9,6,8
"=""2593319""",3,6,2,0,6,2,1,4,4,1,2,5,4,32,3,2,1,0,2,4,0,3,4,1,1,8,7,3
"=""2605953""",6,2,4,3,9,0,2,5,11,3,16,3,12,9,2,2,0,1,8,0,21,12,2,8,2,4,16,3
"=""2634872""",12,2,3,3,11,3,3,3,2,3,3,5,4,3,5,7,3,3,0,3,0,3,6,14,3,-1,4,3
"=""2612542""",0,2,2,2,1,4,1,2,4,1,2,2,4,2,1,2,2,2,1,0,4,3,1,2,2,0,2,2
"=""2587645""",5,8,4,6,4,2,4,16,9,9,4,4,0,1,2,6,9,3,3,0,6,2,2,5,2,8,0,1
"=""2325373""",16,18,5,8,1,11,3,22,11,7,9,9,29,11,13,12,16,8,8,2,1,0,3,0,9,-2,11,7
"=""2535408""",2,3,2,7,4,2,1,2,2,2,1,3,2,2,7,3,3,1,6,4,2,2,1,6,3,3,4,2
"=""9004535""",3,5,1,1,8,2,4,2,7,4,2,8,3,2,0,2,2,2,1,6,2,1,2,3,2,2,0,2
"=""9002902""",42,14,45,28,37,18,35,20,18,30,52,16,44,15,50,44,20,34,11,40,22,27,61,16,32,11,37,14
"=""9004592""",1,1,0,0,0,0,0,0,0,0,4,4,0,0,3,16,0,6,3,4,2,5,4,0,4,0,0,5
"=""9004594""",2,0,3,0,0,0,0,0,3,0,5,6,0,0,3,2,2,4,0,4,5,3,5,0,4,0,0,0
"=""2457784""",11,7,3,4,5,4,6,4,5,7,2,11,14,4,9,3,5,4,1,12,8,3,4,9,2,11,5,5
"=""9004616""",0,1,0,0,0,7,0,0,0,0,0,0,-1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"=""9004613""",1,4,2,1,3,3,0,4,9,2,8,2,1,6,3,1,8,2,1,4,0,-1,4,12,5,6,0,0
"=""9004619""",0,5,0,0,0,7,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"=""9004617""",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"=""9004620""",0,13,3,6,12,7,6,0,16,14,29,19,52,5,15,17,14,26,30,12,9,25,0,12,32,12,0,0
"=""9004618""",0,4,0,0,0,0,0,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,12,0,0,0,0
"=""2612224""",4,2,3,9,3,3,2,32,10,6,4,9,4,6,3,4,3,4,4,1,3,1,3,0,7,1,1,4
"=""2426579""",4,0,4,2,3,2,0,5,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,13,0,0,0,0
"=""9004517""",0,0,0,0,3,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"=""9002938""",22,17,17,0,19,17,4,13,19,14,15,8,4,3,22,23,15,23,12,13,15,22,11,22,18,0,0,9
"=""9002936""",9,13,7,3,4,8,2,6,2,12,7,12,3,11,6,9,3,5,6,9,3,23,8,1,5,0,2,3
"=""9002937""",33,50,20,28,26,23,15,12,27,16,36,27,30,11,14,30,30,14,18,20,49,33,33,10,36,1,18,25
"=""2483300""",1,2,3,2,2,2,2,1,3,2,2,2,4,6,2,6,1,2,2,8,2,2,4,2,2,0,3,1
"=""2483319""",1,4,0,4,7,9,9,0,2,1,0,5,4,0,0,0,2,2,3,4,1,15,9,0,10,4,16,0
"=""2129159""",3,0,3,-1,-1,0,-1,6,8,5,5,4,-1,6,0,8,0,0,9,2,3,7,2,0,4,1,1,0
"=""2129140""",2,2,2,2,16,5,12,4,4,2,7,7,2,5,1,10,5,6,8,7,5,2,4,12,3,0,4,0
"=""43759""",2,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0
"=""1166745""",10,1,2,5,2,6,6,7,10,6,7,4,3,7,7,9,1,4,4,5,3,4,0,0,4,4,4,6
"=""2228165""",2,2,0,0,3,1,1,2,2,8,2,1,0,2,3,4,2,1,3,2,2,1,3,3,1,0,1,5
"=""1166743""",10,6,2,5,4,2,0,3,4,3,2,5,6,5,2,5,2,3,1,1,1,5,2,5,4,2,2,4
"=""1140528""",70,0,3,12,14,4,4,4,14,1,14,16,1,8,43,26,15,16,15,5,5,6,26,4,6,-1,32,11
"=""9004487""",0,0,0,6,13,0,0,2,2,4,0,2,0,0,6,6,0,3,4,7,4,2,0,0,9,2,12,0
"=""1122206""",4,18,1,3,4,3,4,10,0,2,8,1,5,8,3,2,3,2,2,2,3,1,5,3,5,0,0,2
"=""9004489""",2,0,0,0,7,0,3,0,2,15,0,2,1,10,0,18,11,1,1,0,13,3,0,0,10,0,1,0
"=""1153658""",1,3,1,0,1,0,0,4,1,0,3,2,0,4,1,6,0,3,4,1,2,4,4,0,0,0,1,3
"=""2285576""",11,4,3,7,7,7,6,4,9,12,5,12,3,12,9,10,3,5,13,5,5,5,6,8,10,2,0,3
"=""90040043""",0,1,0,1,2,0,0,0,0,0,0,0,0,9,55,37,0,28,83,1,0,0,0,0,0,0,0,61
"=""9004615""",4,2,3,0,29,3,10,7,3,3,3,3,3,4,2,0,10,0,2,20,1,3,0,8,2,3,0,1
"=""9004625""",24,19,6,0,12,13,18,1,6,34,17,18,42,16,10,4,2,21,0,12,1,25,0,12,11,0,0,0
"=""25589""",0,4,3,1,2,4,4,2,3,1,3,2,0,9,1,4,3,1,3,3,2,4,8,10,3,3,1,0
"=""9001481""",0,0,2,0,0,0,0,0,6,0,10,0,1,2,3,3,0,3,0,0,0,1,2,7,0,0,6,5
"=""9004623""",12,11,18,7,12,18,13,0,15,12,12,6,20,17,13,19,12,8,27,15,13,14,0,12,38,0,0,0
"=""9004636""",0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
"=""9004631""",3,5,1,2,3,3,5,0,4,1,5,2,2,6,1,4,3,3,1,5,2,37,2,9,6,0,0,2
"=""9004611""",0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"=""9004624""",5,20,51,16,12,9,9,19,5,23,25,22,54,14,40,18,16,12,0,24,15,32,9,43,25,24,0,0
"=""9004630""",2,9,3,4,2,2,2,1,2,2,4,2,6,4,2,4,2,2,2,2,0,3,2,15,8,0,0,3
"=""9004622""",10,13,12,2,11,7,12,0,13,6,21,6,25,10,13,7,19,12,10,15,0,36,0,15,11,24,0,0
"=""2631342""",12,4,9,0,5,1,2,12,3,1,3,2,0,8,8,8,1,3,13,4,9,13,5,0,9,2,1,4
"=""2631652""",0,1,0,3,0,3,12,4,1,3,1,0,0,2,0,3,0,0,2,0,0,0,3,0,0,0,3,4
"=""46775""",2,3,4,1,6,2,0,2,0,0,2,0,0,1,2,1,0,3,0,2,3,5,0,0,2,0,4,2
"=""17286""",2,3,3,1,2,3,3,1,5,3,2,3,2,4,2,2,3,4,7,3,5,4,3,1,1,0,3,3
"=""2513714""",1,2,23,1,2,3,8,1,2,4,1,1,2,2,1,3,2,2,2,1,6,1,3,0,2,0,3,6
"=""2331985""",3,0,2,2,10,4,3,2,2,5,2,5,2,4,2,2,3,0,2,2,0,3,3,0,0,1,7,2
"=""816728""",89,3,0,2,7,43,3,18,16,0,3,3,0,32,12,1,14,8,14,1,0,11,4,0,4,-2,23,0
"=""2610973""",1,2,2,2,2,3,1,5,3,2,1,2,1,3,3,3,2,0,1,2,4,3,3,6,2,0,2,4
"=""464961""",11,9,0,6,16,10,5,16,8,9,5,0,8,11,6,9,6,0,8,4,3,3,2,9,0,11,0,0
"=""2548690""",3,4,4,5,7,1,8,3,3,6,3,2,2,2,6,1,3,4,4,16,2,2,5,19,5,5,3,4
